"Player";"Short Name";"Player ID";"Birthdate";"Team ID";"Match";"Match ID";"Date";"Competition";"Competition ID";"Season";"Season ID";"Competition Edition ID";"Position";"Position Group";"Minutes";"Physical Check Passed";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"Time to HSR";"Explosive Acceleration to Sprint Count";"Time to Sprint";"PSV-99";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90"
"Benito Raman";"B. Raman";"1266";"1994-11-07";"16";"Standard de Liège v KV Mechelen";"2009066";"2025-03-29";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"84.35";"True";"8752.0";"103.76";"889.0";"502.0";"60.0";"249.0";"16.0";"751.0";"76.0";"102.0";"7.0";"78.0";"28.0";"6.0";"0.81";"2.0";"1.5";"30.5";"9338.23";"103.76";"948.55";"535.63";"64.02";"265.68";"17.07";"801.3";"81.09";"108.83";"7.47";"83.22";"29.88";"6.4";"2.13"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"Oud-Heverlee Leuven v KRC Genk";"1629767";"2024-08-03";"BEL - Pro League";"16";"2024/2025";"95";"873";"RM";"Midfield";"77.72";"True";"9276.0";"119.36";"1794.0";"581.0";"46.0";"116.0";"7.0";"697.0";"53.0";"91.0";"4.0";"76.0";"19.0";"3.0";"0.77";"1.0";"1.8";"28.2";"10742.1";"119.36";"2077.55";"672.83";"53.27";"134.33";"8.11";"807.16";"61.38";"105.38";"4.63";"88.01";"22.0";"3.47";"1.16"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"RSC Anderlecht v Oud-Heverlee Leuven";"1641864";"2024-08-10";"BEL - Pro League";"16";"2024/2025";"95";"873";"LM";"Midfield";"86.07";"True";"9867.0";"114.64";"1524.0";"433.0";"34.0";"34.0";"2.0";"467.0";"36.0";"110.0";"6.0";"86.0";"19.0";"2.0";"1.03";"0.0";"null";"27.3";"10317.93";"114.64";"1593.65";"452.79";"35.55";"35.55";"2.09";"488.34";"37.65";"115.03";"6.27";"89.93";"19.87";"2.09";"0.0"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"Oud-Heverlee Leuven v KSV Cercle Brugge";"1653901";"2024-08-18";"BEL - Pro League";"16";"2024/2025";"95";"873";"DM";"Midfield";"101.78";"True";"10980.0";"107.88";"1569.0";"343.0";"35.0";"106.0";"4.0";"449.0";"39.0";"104.0";"3.0";"86.0";"13.0";"2.0";"0.98";"0.0";"null";"31.1";"9708.86";"107.88";"1387.36";"303.29";"30.95";"93.73";"3.54";"397.02";"34.49";"91.96";"2.65";"76.04";"11.5";"1.77";"0.0"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"KVC Westerlo v Oud-Heverlee Leuven";"1666863";"2024-08-24";"BEL - Pro League";"16";"2024/2025";"95";"873";"LM";"Midfield";"98.42";"True";"11293.0";"114.75";"1467.0";"498.0";"53.0";"209.0";"10.0";"707.0";"63.0";"104.0";"4.0";"87.0";"12.0";"2.0";"0.89";"2.0";"1.51";"30.5";"10327.21";"114.75";"1341.54";"455.41";"48.47";"191.13";"9.14";"646.54";"57.61";"95.11";"3.66";"79.56";"10.97";"1.83";"1.83"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"Oud-Heverlee Leuven v Standard de Liège";"1681522";"2024-08-31";"BEL - Pro League";"16";"2024/2025";"95";"873";"LDM";"Midfield";"98.97";"True";"11010.0";"111.25";"1565.0";"450.0";"39.0";"39.0";"5.0";"489.0";"44.0";"114.0";"3.0";"93.0";"8.0";"2.0";"0.85";"0.0";"null";"25.8";"10012.46";"111.25";"1423.21";"409.23";"35.47";"35.47";"4.55";"444.7";"40.01";"103.67";"2.73";"84.57";"7.28";"1.82";"0.0"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"Sint-Truidense VV v Oud-Heverlee Leuven";"1714821";"2024-09-15";"BEL - Pro League";"16";"2024/2025";"95";"873";"LDM";"Midfield";"98.2";"True";"11776.0";"119.92";"1876.0";"658.0";"59.0";"145.0";"9.0";"803.0";"68.0";"141.0";"4.0";"106.0";"20.0";"3.0";"0.75";"1.0";"1.58";"28.3";"10792.67";"119.92";"1719.35";"603.05";"54.07";"132.89";"8.25";"735.95";"62.32";"129.23";"3.67";"97.15";"18.33";"2.75";"0.92"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"Oud-Heverlee Leuven v KV Kortrijk";"1732573";"2024-09-22";"BEL - Pro League";"16";"2024/2025";"95";"873";"LDM";"Midfield";"97.15";"True";"11251.0";"115.81";"1516.0";"477.0";"47.0";"139.0";"8.0";"616.0";"55.0";"105.0";"3.0";"97.0";"13.0";"2.0";"0.65";"1.0";"1.34";"29.2";"10422.95";"115.81";"1404.43";"441.89";"43.54";"128.77";"7.41";"570.66";"50.95";"97.27";"2.78";"89.86";"12.04";"1.85";"0.93"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"KV Mechelen v Oud-Heverlee Leuven";"1772367";"2024-10-05";"BEL - Pro League";"16";"2024/2025";"95";"873";"LM";"Midfield";"74.07";"True";"9315.0";"125.77";"1524.0";"411.0";"35.0";"91.0";"6.0";"502.0";"41.0";"109.0";"1.0";"91.0";"12.0";"0.0";"null";"0.0";"null";"26.9";"11318.86";"125.77";"1851.85";"499.41";"42.53";"110.58";"7.29";"609.99";"49.82";"132.45";"1.22";"110.58";"14.58";"0.0";"0.0"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"Oud-Heverlee Leuven v Royal Antwerp FC";"1805070";"2024-10-20";"BEL - Pro League";"16";"2024/2025";"95";"873";"LDM";"Midfield";"98.32";"True";"11333.0";"115.27";"1514.0";"432.0";"47.0";"109.0";"7.0";"541.0";"54.0";"113.0";"5.0";"89.0";"21.0";"3.0";"0.73";"1.0";"1.55";"30.3";"10374.33";"115.27";"1385.93";"395.46";"43.02";"99.78";"6.41";"495.24";"49.43";"103.44";"4.58";"81.47";"19.22";"2.75";"0.92"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"Sporting Charleroi v Oud-Heverlee Leuven";"1816765";"2024-10-26";"BEL - Pro League";"16";"2024/2025";"95";"873";"DM";"Midfield";"98.33";"True";"10861.0";"110.45";"1621.0";"558.0";"51.0";"88.0";"7.0";"646.0";"58.0";"104.0";"4.0";"87.0";"15.0";"3.0";"0.7";"1.0";"1.43";"27.5";"9940.58";"110.45";"1483.63";"510.71";"46.68";"80.54";"6.41";"591.25";"53.08";"95.19";"3.66";"79.63";"13.73";"2.75";"0.92"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"Oud-Heverlee Leuven v Club Brugge KV";"1832940";"2024-11-02";"BEL - Pro League";"16";"2024/2025";"95";"873";"RDM";"Midfield";"96.55";"True";"11093.0";"114.89";"1636.0";"356.0";"36.0";"67.0";"4.0";"423.0";"40.0";"111.0";"2.0";"95.0";"13.0";"1.0";"0.88";"0.0";"null";"28.2";"10340.45";"114.89";"1525.01";"331.85";"33.56";"62.45";"3.73";"394.3";"37.29";"103.47";"1.86";"88.56";"12.12";"0.93";"0.0"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"FCV Dender EH v Oud-Heverlee Leuven";"1847595";"2024-11-09";"BEL - Pro League";"16";"2024/2025";"95";"873";"LDM";"Midfield";"97.4";"True";"10893.0";"111.84";"1542.0";"483.0";"42.0";"75.0";"4.0";"558.0";"46.0";"110.0";"5.0";"92.0";"16.0";"5.0";"0.68";"1.0";"1.61";"27.6";"10065.4";"111.84";"1424.85";"446.3";"38.81";"69.3";"3.7";"515.61";"42.51";"101.64";"4.62";"85.01";"14.78";"4.62";"0.92"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"Oud-Heverlee Leuven v RSC Anderlecht";"1889303";"2024-12-01";"BEL - Pro League";"16";"2024/2025";"95";"873";"RM";"Midfield";"93.52";"True";"11014.0";"117.78";"1503.0";"543.0";"60.0";"182.0";"11.0";"725.0";"71.0";"110.0";"7.0";"87.0";"15.0";"7.0";"0.64";"2.0";"1.15";"29.1";"10599.82";"117.78";"1446.48";"522.58";"57.74";"175.16";"10.59";"697.74";"68.33";"105.86";"6.74";"83.73";"14.44";"6.74";"1.92"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"Standard de Liège v Oud-Heverlee Leuven";"1900273";"2024-12-07";"BEL - Pro League";"16";"2024/2025";"95";"873";"LDM";"Midfield";"80.37";"True";"9014.0";"112.16";"964.0";"281.0";"35.0";"120.0";"8.0";"401.0";"43.0";"113.0";"3.0";"88.0";"10.0";"2.0";"0.68";"1.0";"1.59";"28.3";"10094.48";"112.16";"1079.55";"314.68";"39.2";"134.38";"8.96";"449.07";"48.15";"126.55";"3.36";"98.55";"11.2";"2.24";"1.12"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"Oud-Heverlee Leuven v Sporting Charleroi";"1917031";"2024-12-14";"BEL - Pro League";"16";"2024/2025";"95";"873";"LDM";"Midfield";"99.67";"True";"10930.0";"109.67";"1381.0";"485.0";"42.0";"106.0";"7.0";"591.0";"49.0";"111.0";"5.0";"102.0";"14.0";"5.0";"0.76";"0.0";"null";"29.8";"9869.9";"109.67";"1247.06";"437.96";"37.93";"95.72";"6.32";"533.68";"44.25";"100.23";"4.52";"92.11";"12.64";"4.52";"0.0"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"KSV Cercle Brugge v Oud-Heverlee Leuven";"1927965";"2024-12-22";"BEL - Pro League";"16";"2024/2025";"95";"873";"LDM";"Midfield";"102.72";"True";"11172.0";"108.77";"1529.0";"515.0";"49.0";"129.0";"8.0";"644.0";"57.0";"125.0";"5.0";"111.0";"13.0";"4.0";"0.75";"3.0";"1.35";"27.7";"9788.87";"108.77";"1339.7";"451.24";"42.93";"113.03";"7.01";"564.27";"49.94";"109.52";"4.38";"97.26";"11.39";"3.5";"2.63"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"Oud-Heverlee Leuven v K Beerschot VA";"1936033";"2024-12-27";"BEL - Pro League";"16";"2024/2025";"95";"873";"LDM";"Midfield";"97.37";"True";"11328.0";"116.34";"1723.0";"546.0";"55.0";"139.0";"10.0";"685.0";"65.0";"114.0";"5.0";"100.0";"18.0";"3.0";"0.71";"0.0";"null";"27.2";"10470.93";"116.34";"1592.64";"504.69";"50.84";"128.48";"9.24";"633.17";"60.08";"105.37";"4.62";"92.43";"16.64";"2.77";"0.0"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"Oud-Heverlee Leuven v KV Mechelen";"1995816";"2025-01-31";"BEL - Pro League";"16";"2024/2025";"95";"873";"RDM";"Midfield";"98.92";"True";"12094.0";"122.26";"1945.0";"399.0";"34.0";"129.0";"7.0";"528.0";"41.0";"131.0";"3.0";"116.0";"14.0";"2.0";"0.94";"0.0";"null";"29.3";"11003.81";"122.26";"1769.67";"363.03";"30.94";"117.37";"6.37";"480.4";"37.3";"119.19";"2.73";"105.54";"12.74";"1.82";"0.0"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"Club Brugge KV v Oud-Heverlee Leuven";"2002212";"2025-02-08";"BEL - Pro League";"16";"2024/2025";"95";"873";"RM";"Midfield";"95.32";"True";"11543.0";"121.1";"1834.0";"511.0";"43.0";"66.0";"4.0";"577.0";"47.0";"128.0";"3.0";"121.0";"14.0";"1.0";"0.99";"0.0";"null";"26.9";"10899.14";"121.1";"1731.7";"482.5";"40.6";"62.32";"3.78";"544.82";"44.38";"120.86";"2.83";"114.25";"13.22";"0.94";"0.0"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"Oud-Heverlee Leuven v FCV Dender EH";"2003298";"2025-02-15";"BEL - Pro League";"16";"2024/2025";"95";"873";"RDM";"Midfield";"100.12";"True";"11025.0";"110.12";"1242.0";"395.0";"45.0";"250.0";"8.0";"645.0";"53.0";"107.0";"3.0";"93.0";"17.0";"3.0";"0.87";"1.0";"1.84";"31.7";"9910.94";"110.12";"1116.5";"355.09";"40.45";"224.74";"7.19";"579.82";"47.64";"96.19";"2.7";"83.6";"15.28";"2.7";"0.9"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"Royal Antwerp FC v Oud-Heverlee Leuven";"2004243";"2025-02-22";"BEL - Pro League";"16";"2024/2025";"95";"873";"RM";"Midfield";"87.85";"True";"9901.0";"112.7";"1448.0";"454.0";"39.0";"119.0";"7.0";"573.0";"46.0";"108.0";"4.0";"98.0";"9.0";"3.0";"0.82";"1.0";"1.54";"27.4";"10143.31";"112.7";"1483.44";"465.11";"39.95";"121.91";"7.17";"587.02";"47.13";"110.64";"4.1";"100.4";"9.22";"3.07";"1.02"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"Oud-Heverlee Leuven v KVC Westerlo";"2005606";"2025-03-02";"BEL - Pro League";"16";"2024/2025";"95";"873";"RM";"Midfield";"95.68";"True";"10969.0";"114.64";"1468.0";"319.0";"38.0";"102.0";"5.0";"421.0";"43.0";"106.0";"4.0";"92.0";"14.0";"3.0";"0.92";"0.0";"null";"28.7";"10317.47";"114.64";"1380.8";"300.05";"35.74";"95.94";"4.7";"395.99";"40.45";"99.7";"3.76";"86.54";"13.17";"2.82";"0.0"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"KV Kortrijk v Oud-Heverlee Leuven";"2006366";"2025-03-08";"BEL - Pro League";"16";"2024/2025";"95";"873";"DM";"Midfield";"98.25";"True";"10568.0";"107.56";"1417.0";"474.0";"36.0";"101.0";"7.0";"575.0";"43.0";"113.0";"5.0";"88.0";"13.0";"2.0";"0.95";"1.0";"1.47";"28.6";"9680.61";"107.56";"1298.02";"434.2";"32.98";"92.52";"6.41";"526.72";"39.39";"103.51";"4.58";"80.61";"11.91";"1.83";"0.92"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"Oud-Heverlee Leuven v Sint-Truidense VV";"2007846";"2025-03-16";"BEL - Pro League";"16";"2024/2025";"95";"873";"DM";"Midfield";"103.92";"True";"11387.0";"109.58";"1268.0";"383.0";"33.0";"127.0";"7.0";"510.0";"40.0";"114.0";"4.0";"90.0";"9.0";"3.0";"0.83";"1.0";"1.81";"29.2";"9862.04";"109.58";"1098.19";"331.71";"28.58";"109.99";"6.06";"441.7";"34.64";"98.73";"3.46";"77.95";"7.79";"2.6";"0.87"
"Birger Verstraete";"B. Verstraete";"1353";"1994-04-16";"27";"KVC Westerlo v Oud-Heverlee Leuven";"2010226";"2025-04-05";"BEL - Pro League";"16";"2024/2025";"95";"873";"DM";"Midfield";"98.17";"True";"10983.0";"111.88";"1738.0";"556.0";"56.0";"138.0";"11.0";"694.0";"67.0";"118.0";"5.0";"95.0";"17.0";"3.0";"0.68";"0.0";"null";"27.7";"10069.3";"111.88";"1593.41";"509.75";"51.34";"126.52";"10.08";"636.26";"61.43";"108.18";"4.58";"87.1";"15.59";"2.75";"0.0"
"Boli Bolingoli-Mbombo";"B. Bolingoli-Mbombo";"1386";"1995-07-01";"15";"Standard de Liège v Oud-Heverlee Leuven";"1900273";"2024-12-07";"BEL - Pro League";"16";"2024/2025";"95";"873";"LCB";"Central Defender";"73.92";"True";"8363.0";"113.14";"1219.0";"416.0";"38.0";"108.0";"7.0";"524.0";"45.0";"116.0";"8.0";"87.0";"19.0";"4.0";"0.74";"1.0";"1.44";"27.5";"10182.68";"113.14";"1484.24";"506.52";"46.27";"131.5";"8.52";"638.02";"54.79";"141.24";"9.74";"105.93";"23.13";"4.87";"1.22"
"Boli Bolingoli-Mbombo";"B. Bolingoli-Mbombo";"1386";"1995-07-01";"15";"K Beerschot VA v Standard de Liège";"1916406";"2024-12-14";"BEL - Pro League";"16";"2024/2025";"95";"873";"LWB";"Full Back";"65.9";"True";"7858.0";"119.24";"1286.0";"491.0";"49.0";"138.0";"10.0";"629.0";"59.0";"101.0";"4.0";"88.0";"22.0";"2.0";"0.91";"0.0";"null";"28.4";"10731.71";"119.24";"1756.3";"670.56";"66.92";"188.47";"13.66";"859.03";"80.58";"137.94";"5.46";"120.18";"30.05";"2.73";"0.0"
"Boli Bolingoli-Mbombo";"B. Bolingoli-Mbombo";"1386";"1995-07-01";"15";"Standard de Liège v RSC Anderlecht";"2005607";"2025-03-02";"BEL - Pro League";"16";"2024/2025";"95";"873";"LB";"Full Back";"69.28";"True";"8703.0";"125.61";"1304.0";"517.0";"52.0";"104.0";"12.0";"621.0";"64.0";"112.0";"4.0";"86.0";"21.0";"4.0";"0.7";"0.0";"null";"27.3";"11305.32";"125.61";"1693.91";"671.59";"67.55";"135.1";"15.59";"806.69";"83.14";"145.49";"5.2";"111.72";"27.28";"5.2";"0.0"
"Boli Bolingoli-Mbombo";"B. Bolingoli-Mbombo";"1386";"1995-07-01";"15";"Standard de Liège v Royal Antwerp FC";"2007727";"2025-03-16";"BEL - Pro League";"16";"2024/2025";"95";"873";"LCB";"Central Defender";"97.28";"True";"10550.0";"108.45";"1434.0";"496.0";"49.0";"152.0";"9.0";"648.0";"58.0";"125.0";"7.0";"91.0";"19.0";"5.0";"0.73";"0.0";"null";"28.4";"9760.15";"108.45";"1326.64";"458.87";"45.33";"140.62";"8.33";"599.49";"53.66";"115.64";"6.48";"84.19";"17.58";"4.63";"0.0"
"Boli Bolingoli-Mbombo";"B. Bolingoli-Mbombo";"1386";"1995-07-01";"15";"Standard de Liège v KV Mechelen";"2009066";"2025-03-29";"BEL - Pro League";"16";"2024/2025";"95";"873";"LWB";"Full Back";"64.67";"True";"7985.0";"123.48";"1258.0";"527.0";"56.0";"188.0";"16.0";"715.0";"72.0";"95.0";"11.0";"75.0";"29.0";"8.0";"0.68";"4.0";"1.39";"28.3";"11113.14";"123.48";"1750.82";"733.45";"77.94";"261.65";"22.27";"995.1";"100.21";"132.22";"15.31";"104.38";"40.36";"11.13";"5.57"
"Brandon Mechele";"B. Mechele";"1441";"1993-01-28";"17";"Club Brugge KV v KV Mechelen";"1620968";"2024-07-26";"BEL - Pro League";"16";"2024/2025";"95";"873";"RCB";"Central Defender";"98.45";"True";"11793.0";"119.79";"1522.0";"603.0";"53.0";"229.0";"12.0";"832.0";"65.0";"120.0";"8.0";"100.0";"12.0";"4.0";"0.75";"0.0";"null";"28.9";"10780.8";"119.79";"1391.37";"551.24";"48.45";"209.34";"10.97";"760.59";"59.42";"109.7";"7.31";"91.42";"10.97";"3.66";"0.0"
"Brandon Mechele";"B. Mechele";"1441";"1993-01-28";"17";"Standard de Liège v Club Brugge KV";"1641868";"2024-08-04";"BEL - Pro League";"16";"2024/2025";"95";"873";"RCB";"Central Defender";"96.38";"True";"10832.0";"112.38";"1418.0";"650.0";"60.0";"123.0";"10.0";"773.0";"70.0";"131.0";"5.0";"110.0";"12.0";"1.0";"1.49";"0.0";"null";"27.8";"10114.61";"112.38";"1324.09";"606.95";"56.03";"114.85";"9.34";"721.81";"65.36";"122.32";"4.67";"102.71";"11.21";"0.93";"0.0"
"Brandon Mechele";"B. Mechele";"1441";"1993-01-28";"17";"KRC Genk v Club Brugge KV";"1647203";"2024-08-11";"BEL - Pro League";"16";"2024/2025";"95";"873";"LCB";"Central Defender";"106.45";"True";"11208.0";"105.29";"1412.0";"432.0";"40.0";"80.0";"5.0";"512.0";"45.0";"144.0";"3.0";"115.0";"14.0";"2.0";"1.08";"0.0";"null";"28.0";"9476.0";"105.29";"1193.8";"365.24";"33.82";"67.64";"4.23";"432.88";"38.05";"121.75";"2.54";"97.23";"11.84";"1.69";"0.0"
"Brandon Mechele";"B. Mechele";"1441";"1993-01-28";"17";"Club Brugge KV v Royal Antwerp FC";"1653114";"2024-08-18";"BEL - Pro League";"16";"2024/2025";"95";"873";"LCB";"Central Defender";"99.17";"True";"9861.0";"99.44";"1241.0";"508.0";"43.0";"167.0";"8.0";"675.0";"51.0";"120.0";"5.0";"91.0";"11.0";"3.0";"0.78";"0.0";"null";"27.9";"8949.48";"99.44";"1126.29";"461.04";"39.03";"151.56";"7.26";"612.61";"46.29";"108.91";"4.54";"82.59";"9.98";"2.72";"0.0"
